관광지,전체내용
탑골공원,"1919년 3·1운동의 발상지로 더욱 유서깊은 탑골공원 : 탑공원, 탑동공원, 파고다공원이라고도 하며,1991년 10월 25일 사적 제354호로 지정되었다. 고려시대에는 흥복사가, 조선시대 전기(1464)에는 원각사가 그 자리에 있었는데, 연산군이 원각사를 폐사하고 중종 때 건물이 모두 철거되면서 빈터만 남아 있다가, 1897년(광무 1) 영국인 고문 J.M.브라운이 설계하여 공원으로 꾸며졌다. 독립선언서가 낭독되었던 팔각정을 중심으로,원각사지 10층석탑(국보 2), 원각사비(보물 3), 앙부일구(해시계) 받침돌 등의 문화재와, 1980년에 제작, 건립한 3·1운동기념탑, 3·1운동벽화, 의암 손병희 동상(1966년 건립), 한용운 기념비(1967년 건립) 등이 있다.1992년 이곳의 옛 지명을 따라 파고다공원에서 탑골공원으로 개칭하였다."
탑골공원,항상 지나가긴 하면서 제대로 못본곳 : 먼가 십원에 그려진 곳이라 생각해서 쉽게 볼수 있지 않을까 오래됐다고 무시하는 느낌이 들어 한번 가보았다. 마치 탑은 산소마스크를 씌운듯 힘들게 보존된거같다. 그래도 한번은 오고 봐서 다행인거같다.
탑골공원,탑골공원 : 역사책에 나오는 역사적인 장소이죠!!!  공원안에 국보 원각사지 10층 석탑이 있어요~~ 한번 들려보길 바래요!!
탑골공원,"원각사지10층석탑! : 탑골공원의 이미지는 어르신들만 많이 있는 곳이라고 생각하고 여태까지 안 갔었는데 원각사지10층석탑을 보기 위해 지나가다가 들렀다. 탑이 유리 안에 있어서 좀 답답하기는 하였지만, 이 곳에서 독립선언서를 낭독하였다는 것과 민족대표33인이 모두 한 목소리를 내었던 곳이라고 생각하니 마음이 짠해지기도 하였다."
탑골공원,탑골공원 : 종로에 위치한 탑골공원. 그런데 평일 낮에는 어르신들이 많이 몰리는 곳이다보니 젊은 층이 여행으로 가기에는 그다지 추천하고픈 곳은 아니다.
탑골공원,"원각사지 10층 석탑이  숨어있는 보물장소 : 흔히들 어르신들이 많이 오시는 장소로만 알고 있었는데, 우연히 들어가 본 후, 원각사집 10층 석탑도 보고 오래된 나무도 보고난 뒤 인식이 바뀌었음.그냥 밖에서만 지나치지 말고 잠시라도 들러서 안쪽에 숨어있는 역사적 가치가 있는 것들을 즐기고 오길 추천함"
탑골공원,"종로를 가다가 한번쯤 : 주변을 뱅 돌아가본적은 많았지만 막상 들어가본적은 없었는데, 종로에 갈 때 한번쯤 가서 파고다를 가볼 필요가 있었다고 생각했다. 늦은 밤에 가는 것은 역시 위험."
탑골공원,"종로에서 종묘로 향하는 도중에 있습니다. : 종각역에서 종묘로 향하는 도중에 있습니다.할아버지와 할머니들이 많이 모여있어요.솔직히 일본인의 입장에서 보면 살기 힘든 장소지만,서울에 사는 노인분들의 생활을 엿볼 수가 있으니어차피 지나가는 곳이라면 발길을 멈추고 한번 보고 가는 것은 어떨까요?"
인왕산 선바위와 국사당,"Viewpoints of Seoul : 서울의 조망권1. 무무대 이 전망대의 이름은 무무대이며 인왕산 자락길에 있다. 인왕산 길에 올라가기 전 종로도서관을 들를 수 있다. 도서관은 도보 여행길에 유용한 베이스 역할을 할 수 있다. 문화와 레저가 함께하는 여가 생활은 내가 좋아하는 조합이다. 무무대 가는 길은 어렵지 않다. 인왕산 자락길이 잘 닦여있다. 그냥 인왕산 정상가는 길에도 좋은 전망권이 있다. 인왕산은 나름 보물 같은 장소라고 생각한다. 인왕산 자락길은 부암동하고도 연결이 될 수 있다. 청운문학도서관과 윤동주 문학관은 한번 가보고 싶은 곳이다.2. 전동 전망대 정동 전망대는 서울시청 무교동별관 13층에 있다. 커피샵이 같이 있고 덕수궁 내부가 보이는 유명한 곳이다. 서울시청, 서울도서관, 덕수궁, 정동 등 산책하고 여가 시간을 보내기에 좋다.3. 대한민국역사박물관 전망대 경복궁 방향이 보이는 전망대이다. 역시 멋지다4. 낙산공원 동대문에 위치한 한양도성 박물관을 지나 낙산 공원으로 한양 도성길이 이어져 있으며 역시 멋진 조망을 볼 수 있는 지점들이 있다.5. 세운상가 전망대 종묘를 지나 시원한 조망을 갖고 있으며 뒤편으로 남산도 보인다."
인왕산 선바위와 국사당,초보 하이커에게도 적당해요 : 산을 거의 가보지 않아 하이킹엔 잼병인데 인왕산은 초심자들도 쉽게 정상까지 오를 수 있게 코스가 쉽습니다.정상 2/3 지점까지는 거의 계단이라 쉽게 올라갔고 나머지도 그리 어렵지 않았어요.사직공원쪽에서 시작해 부암동쪽으로 내려와 맛있게 점심과 디저트를 하면 딱 좋아요.
인왕산 선바위와 국사당,방문기 : 서울 인왕산은 서울을 대표하는 주산으로 광화문에서 서쪽으로 보면 제법 웅장한 모습으로 서울을 지켜주고 있습니다. 바로 옆으로 북악산과 뒷쪽의 북한산과 더불어 서울 시민의 사랑을 받고 있는 아름다운 산입니다.
인왕산 선바위와 국사당,서울의 경치 : 오늘 정말 바람이 많이 불고 추웠는데 간만에 미세먼지가 없어 인왕산에서 서울 경치를 보러 올라갔어요. 선바위는 여전히 멋있고 더 올라가니 경치를 잘 볼 수는 있었는데 바람이 너무 쎄게 불어서 죽는줄 알았어요. ㅜㅜ 바람이 강한 날은 안 올라가는 게 나을듯 합니다.
인왕산 선바위와 국사당,인왕산 : 인왕산. 돌로 되어 있는 걷는 부분이 많아서 험난해 보였지만. 일반 등산 장비를 갖추지 않았어도 수월한 등산 이었고 재미있는 등산 이었다. 입출구가 여러곳 있고 그래도 평일 등산 이었지만 한적했다 ~! 전망대가 중간 중간에 많아서 좋았다
인왕산 선바위와 국사당,서울을 한눈에 : 오르면 경복궁 등 서울 도심이 한눈에 보인다. 계단이 많아 힘이드는 산이다. 군사 구역으로 사진 촬영을 할 수 없는 구간이 있다.
인왕산 선바위와 국사당,혼자 걷기 좋은 한양도성 : 경교장에서 창의문으로 내려오는 구간은 거리도 짧아서 가볍고 편하게 다녀올 수 있습니다. 청와대 뒷산이라 경찰들이 곳곳에 있어 혼자서 다녀오기에도 안전하고 좋습니다. 서울 풍경이 한 눈에 보이고 부암동으로 하산하면 맛집도 많은 건 덤입니다.
인왕산 선바위와 국사당,서울 한복판에 이런 자연이! : 서울 성곽길을 따라 걷다보면 어느새 인왕산 자락에 올라있다.서울 한 가운데였는데 어느 새 싶은 산속에 들어온 느낌이다.
인왕산 선바위와 국사당,서울 중심의 멋진산 : 청와대를 끼고 옛 성곽이 둘러져있는 산입니다예전에는 출입이 자유롭지 않았던 시절도 있지만 지금은 동네주민 서울시민 모두가 편하게 걸을수 있고 맑은 공기를 느낄수있고 서울의 아름다운 모습을 볼수있는곳입니다 잔잔한 걷는길부터 성곽을 끼고 정상에 오를수도 있고 다양한 루트의 길이 관리가 잘 되어있습니다
인왕산 선바위와 국사당,너무 좋음 : 개인적으로 서울에서 북한산이랑 인왕산 너무 좋다.바위산이라서 느낌도 독특하고 서울 중심에 이런 곳이 있는게 너무좋고보존을 잘해야된다 생각함
종묘,"서울 한복판의 조선시대 : 고자넉하고 좋았어요. 종묘 주변에는 현대화된 모던 한옥들,근대시대 건물들등..다양한 상가들을 보는 재미도 있었구요. 다만 현재 공사중이라 아쉬운 점도 있었습니다."
종묘,눈 덮인 종묘에 가시길! : 눈 덮인 겨울에 방문한 적이 있는데 여름과 같은 다른 계절보다 더 아름답고 그때만의 분위기가 참 좋았다. 비록 발은 시려워서 동동거렸지만.
종묘,종묘대제관람 : 5월 5일에 종묘대제를 보러 갔다왔어요. 2시부터 시작인데 정전에 들어가기 위해 한시간 이상 줄을 서야 했어요. 간신히 들어가서 잘 봤는데 안타까웠던 점은 전광판에도 영어설명이 없어서 외국인들이 잠깐 들어왔다가 그냥 가버리는 모습을 발견한 점이에요.
종묘,추천하고 싶은 명소 : 서울에 방문하고 문화를 보고 싶은 관광객이나 사람들에게 추천하고 싶습니다 종종 여러 행사도 진행하고 있어서 유익합니다
종묘,매년 가을마다 갑니다 : 단풍이 드는 계절은 여기와 너무 어울리죠.한국 전통 건축을 보기 위해서는 필수 코스에요.하지만 이 곳에 가서는 정숙하시기 바랍니다.조선 왕들의 영령들이 잠드신 곳이니까요.
종묘,훌륭한 곳이지만 여름은 피할 것 : 넓고 한국의 역사적인 중요지이므로 반드시 가보아야할 곳이지만 그늘이 부족하므로 여름에는 돌아다니기가 힘겨움. 최소한 양산은 들고 가야할 듯. 사극에서 보이는 장소를 직접 보며 돌들의 의미까지 알아가는 재미가 있음.
종묘,석양에 아름다운 조선의 국혼 : 집 근처에 있으면서도 '에이 뭐 볼 거 있겠어' 하고 안 가다가 시간이 남는 날 우연히 갔다. 더 일찍 방문하지 않은 것을 후회했다. 세상에 입장료 천원에 이렇게 볼 것이 많은 문화유산이 없다.우리궁궐지킴이에서 진행하는 시간관람제에 따라 꼭 봐야한다. 둘러보다 궁금증이 생길 법한 것을 모두 자세하게 알려준다.
종묘,"한국의 영혼, 종묘 : 서울에 온 관광객이라면 반드시 창덕궁을 봐야 하지만, 서울에 온 여행자라면 반드시 종묘를 봐야 한다.종묘 정전은 전 세계 어느 랜드마크와 비교해도 부족함이 없는, 한민족 최고의 건축이라 확신한다.개인적으로 종묘를 보기 가장 좋은 날과 장소는 가을날 해 질 무렵 종묘 정전의 동쪽 문이었다. 석양을 마주하며 오른편의 종묘를 바라봤을 때 느꼈던 그 전율은 결코 잊을 수 없다."
종묘,아름다운 종묘 : 종묘는 신주를 모시고 제사를 봉행하는 곳으로 고즈넉하고 아름다웠다. 데이트코스로 연인들도 많았다.
종묘,"꼭 가보셔야 : 서울 살면서 최근에 종묘를 가본 것을 후회합니다. 종묘로 가는 길이 다소 험하고 나이드신 어르신들이 많이 모여계신 동네이기는 하지만, 한 번쯤 가볼만 합니다. 종묘가 생각보다 넓고 크고 공원 같더군요!"
서울역사박물관,아이들도 오면 좋지만 어른들이 와도 충분히 역사공부하여 즐길 수 있는 곳. 청각장애인도 함께 즐길 수 있는 영화제도 종종 개최한다. : 볼거리가 많은 곳
서울역사박물관,기대만큼은 아니지만  들러보아야할곳중 하나. 아직도 많은 자료전시가 필요한것으로 보입니다. 무료관람지-유료였다면 생각하봐야할듯. : 가볼곳중 하나
서울역사박물관,서울에서 평생 살아도 사실 한번도 못가볼 가능성이 많은 박물관입니다. 그러나 한번 쯤 내가 사는 이 곳은 어떻게 만들어졌는가를 아는 것도 인생에서 중요하다 싶네요. : 한번쯤 가볼만한
서울역사박물관,어서와 한국은 처음이지  핀란드 편에 나온 거를 보고 보러 갔어요. 일제강점기 견학부분이 TV에 나왔는데 제가 생각했던것보다는 부실했어요. 오히려 식민지 상황에서 모더니티를 더 조명했다는 느낌이 들었네요. 여기 식당도 있는데 비빔밥(4500원)이 맛있었어요. : 핀란드 친구들의 자취를 따라서
서울역사박물관,"말 그대로 서울의 역사를 소개하는 박물관으로서 옆에 있는 대한민국 역사 박물관 과는 엄연히 다른 박물관이다. 옛 조선이 개국하고 부터 현재 서울의 발전 과정 및 역사를 전시하고 있으며 내가 몰랐던 한양의 유래와 옛 도성 거리(지금의 세종로)를 설명해 놓았으며 모형으로 꾸며 놓기도 하였다. 뿐만 아니라 QR 코드를 통해 자세한 음성 해설을 들으수가 있으며 한국어,영어,중국어,일어 4개 국어로 지원된다. 내 생각으로는 국립 중앙 박물관 만큼 중요하다고 여겨지는 곳이다. 왜냐면 우리는 현재 서울의 모습만 잘 알고 있지 옛 조선시대의 한양의 도성 거리 모습을 잘 알지 못하기 때문이다, 또한 장터, 농부, 주민들의 생활이나 관리들이 일하는 기관등 여러 부분에 대해 소개 하고있다. 정말 잘 전시해 놓았으며, 현재 특별 전시로 한강의 유래와 발전에 대해 전시하고 있으며 내년 1월 까지 전시하니 꼭 가보길 바란다. 바란건대 이곳이 널리 알려져서 전쟁 기념관 이나 국립 중앙 박물관 처럼 많은 이들이 발걸음 하는 곳이 되길 바란다. : 서울 역사 박물관"
서울역사박물관,어디든 가기 좋은 광화문 근처 위치다양한 전시로 볼거리 가득근처 경희궁도 좋음근처에 있다면 잠깐쉬어 가도 좋을듯서울의 다양한 모습 볼수있음 : 도심 휴양지
서울역사박물관,"별로 기대하지 않고 방문했는데, 미니어처로 만들어진 서울시 그리고 서울시에 많은 기억들을 담고 있는거 같아서 가성비가 좋았던 곳으로 기억합니다. : 서울에 정보가 가득한 그곳"
서울역사박물관,"우연한 기회에 역사 박물관을 가게 되었는데, 생각보다 알찬 전시물에 놀랐습니다.직접 버튼을 눌러서 작동 시켜볼 수 있는 것들도 많고 영상물도 많아서 지루하지 않게 한양부터 시작된 서울의 역사를 공부할 수 있었네요.아이들이 있으신 분들은 꼭 한 번 가보시길 추천합니다. : 아이 있는 분들에게 강추"
서울역사박물관,광화문에 위치해서 접근성도 좋고 서울의 역사를  다양한 전시물을 통해 알기쉽게 이해할수있어서 좋았어요. 직접 체험할수 있는 공간도 있고 초등학생들이 꼭 가볼만한 공간이예요. : 작지만알찬박물관
서울역사박물관,재미있게 만들어진 박물관이에요. 서울의 역사가 궁금한 분들은 한 번 돌아보면 큰 도움이 됩니다.박물관사이트에서 전시 해설을 신청해도 괜찮아요. : 잘 구성된 박물관
창경궁,짱 : 보는 것도 많고 힐링 됐어요 날씨 좋은 날에 꼭 한 번 가보세요 요즘 힘든 일도 많았는데 마음이 안정되구 넘 좋았네요 하하하하하
창경궁,"코로나 이후 첫 야경투어 창경궁 : 주차는 인근 서울대병원에 하고, 미리 예약한 야간투어를 시작했습니다. 2년전 덕수궁, 경복궁은 야경투어를 통해 재미있고, 의미있게 관람한 경험이 있어 창경궁 궁투어를 예정하고 있었으나 코로나19로인해 2년만에야 하게 되었습니다.해설사님의 설명으로 각각의 전각과 역사의 배경이 된 곳들을 보게되었습니다.창경궁의 야경은 덕수궁과 경복궁에 비해 화려하지는 않습니다. 하지만 그 아름다움은 결코 되지지 않습니다.창경궁관람은 꼭 해설사를 동반한 가이드 투어를 추천합니다."
창경궁,"왕실 가족의 생활 공간으로 풍부한 왕실 가족사가 전해오는 창경궁 이야기 : 코로나19로 자의든 타의든 야외 생활이 제한되는 상황에서 역사 공부와 함께 산책을 할 수 있는 멋진 곳. 게다가 아름다운 가을의 꽃, 꽃무릇도 만날 수 있는 도심속의 휴식처.창경궁은 서울의 5대 궁궐 중 3번째로 지어진 조선시대 궁궐로 창덕궁과 함께 동궐이라 불렀다. 조선이 개국한 이래 안정기에 접어들면서 왕실 가족도 늘어났다. 성종 때 세 분의 대비(세조 비 정희왕후, 예종 비 안순왕후, 덕종 비 소혜왕후)를 함께 모시고자 창덕궁 곁에 마련한 궁궐이 창경궁이다. 다른 궁궐과 달리 왕실 생활 공간의 확장을 목적으로 태종이 상왕으로 있으면서 지내던 수강궁을 중건하고 정전인 명정전, 정무를 보는 문정전 등을 지어 작은 규모이지만 궁궐의 격식을 갖추었다. 창경궁은 왕실 가족의 생활 공간으로 출발하였기에 내전이 외전에 비해 더 넓은 특징이 있다. 따라서 창경궁에는 왕들의 효심과 사랑, 왕과 세자의 갈등, 왕비와 후궁간의 암투 등 왕실 가족 사이에 일어난 이야기가 풍부하게 전해온다. 창경궁은 다른 궁궐과 마찬가지로 임진왜란 때 전소되어 광해군 8년(1616)에 복원되었다. 창경궁 최악의 치욕은 일제강점기 전각들을 헐어내고 그 자리에 동물원과 식물원을 만들어 1909년 일반에 개방한 것이다. 순조를 위로한다는 명목이었지만 일제의 속내는 우리 궁궐의 권위를 격하시키려는 데 있었다. 광복 이후에도 창경궁은 창경원으로 동물원이자 행락지 신세를 벗어나지 못하다가 1980년대 창경궁으로 복원하면서 그 치욕에서 벗어날 수 있었다. 평소에도 다른 궁궐보다 관람객이 적어 여유로운 창경궁이 코로나19로 더욱 더 한가로웠다. 문정문 보수 공사로 일부 공간을 관람할 수 없는 아쉬움이 조금 있었지만, 가을의 화려한 꽃, 꽃무릇을 자생화단에서 만난 것은 생각하지 못한 행운이었다."
